"RAW EXTRACTION LOG  —  All 1,195 questions extracted from BRSR, CDP, EcoVadis & GRI",,,,,
Row ID,Source Standard,Module / Section,Question ID,Indicator Type,Question Text
885,GRI,GRI 2_ General Disclosures 2021,GRI-2-12c,Disclosure Requirement,[Role of the highest governance body in overseeing] describe the role of the highest governance body in reviewing the effectiveness of the
886,GRI,GRI 2_ General Disclosures 2021,GRI-2-13a,Disclosure Requirement,[Delegation of responsibility for managing impacts] describe how the highest governance body delegates responsibility for managing the
887,GRI,GRI 2_ General Disclosures 2021,GRI-2-13i,Disclosure Requirement,[Delegation of responsibility for managing impacts] whether it has appointed any senior executives with responsibility for the
888,GRI,GRI 2_ General Disclosures 2021,GRI-2-13b,Disclosure Requirement,[Delegation of responsibility for managing impacts] describe the process and frequency for senior executives or other employees to report
889,GRI,GRI 2_ General Disclosures 2021,GRI-2-14a,Disclosure Requirement,[Role of the highest governance body in] report whether the highest governance body is responsible for reviewing and approving
890,GRI,GRI 2_ General Disclosures 2021,GRI-2-14b,Disclosure Requirement,[Role of the highest governance body in] if the highest governance body is not responsible for reviewing and approving the
891,GRI,GRI 2_ General Disclosures 2021,GRI-2-15a,Disclosure Requirement,[Conflicts of interest] describe the processes for the highest governance body to ensure that conflicts of
892,GRI,GRI 2_ General Disclosures 2021,GRI-2-15b,Disclosure Requirement,"[Conflicts of interest] report whether conflicts of interest are disclosed to stakeholders, including, at a"
893,GRI,GRI 2_ General Disclosures 2021,GRI-2-15i,Disclosure Requirement,[Conflicts of interest] cross-board membership;
894,GRI,GRI 2_ General Disclosures 2021,GRI-2-16a,Disclosure Requirement,[Communication of critical concerns] describe whether and how critical concerns are communicated to the highest
895,GRI,GRI 2_ General Disclosures 2021,GRI-2-16b,Disclosure Requirement,[Communication of critical concerns] report the total number and the nature of critical concerns that were communicated to
896,GRI,GRI 2_ General Disclosures 2021,GRI-2-17a,Disclosure Requirement,"[Collective knowledge of the highest governance] report measures taken to advance the collective knowledge, skills, and experience of"
897,GRI,GRI 2_ General Disclosures 2021,GRI-2-18a,Disclosure Requirement,[Evaluation of the performance of the highest] describe the processes for evaluating the performance of the highest governance body
898,GRI,GRI 2_ General Disclosures 2021,GRI-2-18b,Disclosure Requirement,"[Evaluation of the performance of the highest] report whether the evaluations are independent or not, and the frequency of the"
899,GRI,GRI 2_ General Disclosures 2021,GRI-2-18c,Disclosure Requirement,"[Evaluation of the performance of the highest] describe actions taken in response to the evaluations, including changes to the"
900,GRI,GRI 2_ General Disclosures 2021,GRI-2-19a,Disclosure Requirement,[Remuneration policies] describe the remuneration policies for members of the highest governance body and
901,GRI,GRI 2_ General Disclosures 2021,GRI-2-19i,Disclosure Requirement,[Remuneration policies] fixed pay and variable pay;
902,GRI,GRI 2_ General Disclosures 2021,GRI-2-19v,Disclosure Requirement,[Remuneration policies] retirement benefits;
903,GRI,GRI 2_ General Disclosures 2021,GRI-2-19b,Disclosure Requirement,[Remuneration policies] describe how the remuneration policies for members of the highest governance body
904,GRI,GRI 2_ General Disclosures 2021,GRI-2-20a,Disclosure Requirement,[Process to determine remuneration] describe the process for designing its remuneration policies and for determining
905,GRI,GRI 2_ General Disclosures 2021,GRI-2-20i,Disclosure Requirement,[Process to determine remuneration] whether independent highest governance body members or an independent
906,GRI,GRI 2_ General Disclosures 2021,GRI-2-20b,Disclosure Requirement,[Process to determine remuneration] report the results of votes of stakeholders (including shareholders) on remuneration
907,GRI,GRI 2_ General Disclosures 2021,GRI-2-21a,Disclosure Requirement,[Annual total compensation ratio] report the ratio of the annual total compensation for the organization’s highest-paid
908,GRI,GRI 2_ General Disclosures 2021,GRI-2-21b,Disclosure Requirement,[Annual total compensation ratio] report the ratio of the percentage increase in annual total compensation for the
909,GRI,GRI 2_ General Disclosures 2021,GRI-2-21c,Disclosure Requirement,[Annual total compensation ratio] report contextual information necessary to understand the data and how the data has
910,GRI,GRI 2_ General Disclosures 2021,GRI-2-22a,Disclosure Requirement,[Statement on sustainable development strategy] report a statement from the highest governance body or most senior executive of the
911,GRI,GRI 2_ General Disclosures 2021,GRI-2-23a,Disclosure Requirement,"[Policy commitments] describe its policy commitments for responsible business conduct, including:"
912,GRI,GRI 2_ General Disclosures 2021,GRI-2-23i,Disclosure Requirement,[Policy commitments] the authoritative intergovernmental instruments that the commitments reference;
913,GRI,GRI 2_ General Disclosures 2021,GRI-2-23b,Disclosure Requirement,"[Policy commitments] describe its specific policy commitment to respect human rights, including:"
914,GRI,GRI 2_ General Disclosures 2021,GRI-2-23c,Disclosure Requirement,"[Policy commitments] provide links to the policy commitments if publicly available, or, if the policy"
915,GRI,GRI 2_ General Disclosures 2021,GRI-2-23d,Disclosure Requirement,[Policy commitments] report the level at which each of the policy commitments was approved within the
916,GRI,GRI 2_ General Disclosures 2021,GRI-2-23e,Disclosure Requirement,[Policy commitments] report the extent to which the policy commitments apply to the organization’s activities
917,GRI,GRI 2_ General Disclosures 2021,GRI-2-23f,Disclosure Requirement,"[Policy commitments] describe how the policy commitments are communicated to workers, business"
918,GRI,GRI 2_ General Disclosures 2021,GRI-2-24a,Disclosure Requirement,[Embedding policy commitments] describe how it embeds each of its policy commitments for responsible business
919,GRI,GRI 2_ General Disclosures 2021,GRI-2-24i,Disclosure Requirement,[Embedding policy commitments] how it allocates responsibility to implement the commitments across different
920,GRI,GRI 2_ General Disclosures 2021,GRI-2-25a,Disclosure Requirement,[Processes to remediate negative impacts] describe its commitments to provide for or cooperate in the remediation of
921,GRI,GRI 2_ General Disclosures 2021,GRI-2-25b,Disclosure Requirement,"[Processes to remediate negative impacts] describe its approach to identify and address grievances, including the grievance"
922,GRI,GRI 2_ General Disclosures 2021,GRI-2-25c,Disclosure Requirement,[Processes to remediate negative impacts] describe other processes by which the organization provides for or cooperates in the
923,GRI,GRI 2_ General Disclosures 2021,GRI-2-25d,Disclosure Requirement,[Processes to remediate negative impacts] describe how the stakeholders who are the intended users of the grievance
924,GRI,GRI 2_ General Disclosures 2021,GRI-2-25e,Disclosure Requirement,[Processes to remediate negative impacts] describe how the organization tracks the effectiveness of the grievance mechanisms
925,GRI,GRI 2_ General Disclosures 2021,GRI-2-26a,Disclosure Requirement,[Mechanisms for seeking advice and raising] describe the mechanisms for individuals to:
926,GRI,GRI 2_ General Disclosures 2021,GRI-2-26i,Disclosure Requirement,[Mechanisms for seeking advice and raising] seek advice on implementing the organization’s policies and practices for
927,GRI,GRI 2_ General Disclosures 2021,GRI-2-27a,Disclosure Requirement,[Compliance with laws and regulations] report the total number of significant instances of non-compliance with laws and
928,GRI,GRI 2_ General Disclosures 2021,GRI-2-27i,Disclosure Requirement,[Compliance with laws and regulations] instances for which fines were incurred;
929,GRI,GRI 2_ General Disclosures 2021,GRI-2-27b,Disclosure Requirement,[Compliance with laws and regulations] report the total number and the monetary value of fines for instances of non-
930,GRI,GRI 2_ General Disclosures 2021,GRI-2-27c,Disclosure Requirement,[Compliance with laws and regulations] describe the significant instances of non-compliance;
931,GRI,GRI 2_ General Disclosures 2021,GRI-2-27d,Disclosure Requirement,[Compliance with laws and regulations] describe how it has determined significant instances of non-compliance.
932,GRI,GRI 2_ General Disclosures 2021,GRI-2-28a,Disclosure Requirement,"[Membership associations] report industry associations, other membership associations, and national or"
933,GRI,GRI 2_ General Disclosures 2021,GRI-2-29a,Disclosure Requirement,"[Approach to stakeholder engagement] describe its approach to engaging with stakeholders, including:"
934,GRI,GRI 2_ General Disclosures 2021,GRI-2-29i,Disclosure Requirement,"[Approach to stakeholder engagement] the categories of stakeholders it engages with, and how they are identified;"
935,GRI,GRI 2_ General Disclosures 2021,GRI-2-30a,Disclosure Requirement,[Collective bargaining agreements] report the percentage of total employees covered by collective bargaining agreements;
936,GRI,GRI 2_ General Disclosures 2021,GRI-2-30b,Disclosure Requirement,"[Collective bargaining agreements] for employees not covered by collective bargaining agreements, report whether the"
937,GRI,GRI 301_ Materials 2016,GRI-301-1a,Disclosure Requirement,[Materials used by weight or volume] Total weight or volume of materials that are used to produce and package the
938,GRI,GRI 301_ Materials 2016,GRI-301-1i,Disclosure Requirement,[Materials used by weight or volume] non-renewable materials used;
939,GRI,GRI 301_ Materials 2016,GRI-301-2a,Disclosure Requirement,[Recycled input materials used] Percentage of recycled input materials used to manufacture the organization's primary
940,GRI,GRI 301_ Materials 2016,GRI-301-3a,Disclosure Requirement,[Reclaimed products and their packaging materials] Percentage of reclaimed products and their packaging materials for each product
941,GRI,GRI 301_ Materials 2016,GRI-301-3b,Disclosure Requirement,[Reclaimed products and their packaging materials] How the data for this disclosure have been collected.
942,GRI,GRI 302_ Energy 2016,GRI-302-1a,Disclosure Requirement,"[Energy consumption within the organization] Total fuel consumption within the organization from non-renewable sources, in joules or"
943,GRI,GRI 302_ Energy 2016,GRI-302-1b,Disclosure Requirement,"[Energy consumption within the organization] Total fuel consumption within the organization from renewable sources, in joules or"
944,GRI,GRI 302_ Energy 2016,GRI-302-1c,Disclosure Requirement,"[Energy consumption within the organization] In joules, watt-hours or multiples, the total:"
945,GRI,GRI 302_ Energy 2016,GRI-302-1i,Disclosure Requirement,[Energy consumption within the organization] electricity consumption
946,GRI,GRI 302_ Energy 2016,GRI-302-1d,Disclosure Requirement,"[Energy consumption within the organization] In joules, watt-hours or multiples, the total:"
947,GRI,GRI 302_ Energy 2016,GRI-302-1e,Disclosure Requirement,"[Energy consumption within the organization] Total energy consumption within the organization, in joules or multiples."
948,GRI,GRI 302_ Energy 2016,GRI-302-1f,Disclosure Requirement,"[Energy consumption within the organization] Standards, methodologies, assumptions, and/or calculation tools used."
949,GRI,GRI 302_ Energy 2016,GRI-302-1g,Disclosure Requirement,[Energy consumption within the organization] Source of the conversion factors used.
950,GRI,GRI 302_ Energy 2016,GRI-302-2a,Disclosure Requirement,"[Energy consumption outside of the organization] Energy consumption outside of the organization, in joules or multiples."
951,GRI,GRI 302_ Energy 2016,GRI-302-2b,Disclosure Requirement,"[Energy consumption outside of the organization] Standards, methodologies, assumptions, and/or calculation tools used."
952,GRI,GRI 302_ Energy 2016,GRI-302-2c,Disclosure Requirement,[Energy consumption outside of the organization] Source of the conversion factors used.
953,GRI,GRI 302_ Energy 2016,GRI-302-3a,Disclosure Requirement,[Energy intensity] Energy intensity ratio for the organization.
954,GRI,GRI 302_ Energy 2016,GRI-302-3b,Disclosure Requirement,[Energy intensity] Organization-specific metric (the denominator) chosen to calculate the ratio.
955,GRI,GRI 302_ Energy 2016,GRI-302-3c,Disclosure Requirement,"[Energy intensity] Types of energy included in the intensity ratio; whether fuel, electricity, heating, cooling,"
956,GRI,GRI 302_ Energy 2016,GRI-302-3d,Disclosure Requirement,"[Energy intensity] Whether the ratio uses energy consumption within the organization, outside of it, or"
957,GRI,GRI 302_ Energy 2016,GRI-302-5a,Disclosure Requirement,[Reductions in energy requirements of products] Reductions in energy requirements of sold products and services achieved during the
958,GRI,GRI 302_ Energy 2016,GRI-302-5b,Disclosure Requirement,"[Reductions in energy requirements of products] Basis for calculating reductions in energy consumption, such as base year or baseline,"
959,GRI,GRI 302_ Energy 2016,GRI-302-5c,Disclosure Requirement,"[Reductions in energy requirements of products] Standards, methodologies, assumptions, and/or calculation tools used."
960,GRI,GRI 303_ Water and Effluents 2018,GRI-303-1a,Disclosure Requirement,"[Interactions with water as a shared resource] A description of how the organization interacts with water, including how and where"
961,GRI,GRI 303_ Water and Effluents 2018,GRI-303-1b,Disclosure Requirement,"[Interactions with water as a shared resource] A description of the approach used to identify water-related impacts, including the"
962,GRI,GRI 303_ Water and Effluents 2018,GRI-303-1c,Disclosure Requirement,"[Interactions with water as a shared resource] A description of how water-related impacts are addressed, including how the"
963,GRI,GRI 303_ Water and Effluents 2018,GRI-303-1d,Disclosure Requirement,[Interactions with water as a shared resource] An explanation of the process for setting any water-related goals and targets that are
964,GRI,GRI 303_ Water and Effluents 2018,GRI-303-2a,Disclosure Requirement,"[Management of water discharge-related impacts] A description of any minimum standards set for the quality of effluent discharge, and"
965,GRI,GRI 303_ Water and Effluents 2018,GRI-303-2i,Disclosure Requirement,[Management of water discharge-related impacts] how standards for facilities operating in locations with no local discharge
966,GRI,GRI 303_ Water and Effluents 2018,GRI-303-3a,Disclosure Requirement,"[Water withdrawal] Total water withdrawal from all areas in megaliters, and a breakdown of this total by the"
967,GRI,GRI 303_ Water and Effluents 2018,GRI-303-3i,Disclosure Requirement,[Water withdrawal] Surface water;
968,GRI,GRI 303_ Water and Effluents 2018,GRI-303-3v,Disclosure Requirement,[Water withdrawal] Third-party water.
969,GRI,GRI 303_ Water and Effluents 2018,GRI-303-3b,Disclosure Requirement,"[Water withdrawal] Total water withdrawal from all areas with water stress in megaliters, and a breakdown"
970,GRI,GRI 303_ Water and Effluents 2018,GRI-303-3c,Disclosure Requirement,[Water withdrawal] A breakdown of total water withdrawal from each of the sources listed in Disclosures
971,GRI,GRI 303_ Water and Effluents 2018,GRI-303-3d,Disclosure Requirement,"[Water withdrawal] Any contextual information necessary to understand how the data have been compiled,"
972,GRI,GRI 303_ Water and Effluents 2018,GRI-303-4a,Disclosure Requirement,"[Water discharge] Total water discharge to all areas in megaliters, and a breakdown of this total by the"
973,GRI,GRI 303_ Water and Effluents 2018,GRI-303-4i,Disclosure Requirement,[Water discharge] Surface water;
974,GRI,GRI 303_ Water and Effluents 2018,GRI-303-4b,Disclosure Requirement,[Water discharge] A breakdown of total water discharge to all areas in megaliters by the following
975,GRI,GRI 303_ Water and Effluents 2018,GRI-303-4c,Disclosure Requirement,"[Water discharge] Total water discharge to all areas with water stress in megaliters, and a breakdown of"
976,GRI,GRI 303_ Water and Effluents 2018,GRI-303-4d,Disclosure Requirement,"[Water discharge] Priority substances of concern for which discharges are treated, including:"
977,GRI,GRI 303_ Water and Effluents 2018,GRI-303-4e,Disclosure Requirement,"[Water discharge] Any contextual information necessary to understand how the data have been compiled,"
978,GRI,GRI 303_ Water and Effluents 2018,GRI-303-5a,Disclosure Requirement,[Water consumption] Total water consumption from all areas in megaliters.
979,GRI,GRI 303_ Water and Effluents 2018,GRI-303-5b,Disclosure Requirement,[Water consumption] Total water consumption from all areas with water stress in megaliters.
980,GRI,GRI 303_ Water and Effluents 2018,GRI-303-5c,Disclosure Requirement,"[Water consumption] Change in water storage in megaliters, if water storage has been identified as having a"
981,GRI,GRI 303_ Water and Effluents 2018,GRI-303-5d,Disclosure Requirement,"[Water consumption] Any contextual information necessary to understand how the data have been compiled,"
982,GRI,GRI 304_ Biodiversity 2016,GRI-304-1a,Disclosure Requirement,"[Operational sites owned, leased, managed in, or] For each operational site owned, leased, managed in, or adjacent to, protected areas"
983,GRI,GRI 304_ Biodiversity 2016,GRI-304-1i,Disclosure Requirement,"[Operational sites owned, leased, managed in, or] Geographic location;"
984,GRI,GRI 304_ Biodiversity 2016,GRI-304-1v,Disclosure Requirement,"[Operational sites owned, leased, managed in, or] Size of operational site in km2 (or another unit, if appropriate);"
985,GRI,GRI 304_ Biodiversity 2016,GRI-304-2a,Disclosure Requirement,"[Significant impacts of activities, products and] Nature of significant direct and indirect impacts on biodiversity with reference to one or"
986,GRI,GRI 304_ Biodiversity 2016,GRI-304-2i,Disclosure Requirement,"[Significant impacts of activities, products and] Construction or use of manufacturing plants, mines, and transport infrastructure;"
987,GRI,GRI 304_ Biodiversity 2016,GRI-304-2v,Disclosure Requirement,"[Significant impacts of activities, products and] Habitat conversion;"
988,GRI,GRI 304_ Biodiversity 2016,GRI-304-2b,Disclosure Requirement,"[Significant impacts of activities, products and] Significant direct and indirect positive and negative impacts with reference to the"
989,GRI,GRI 304_ Biodiversity 2016,GRI-304-3a,Disclosure Requirement,"[Habitats protected or restored] Size and location of all habitat areas protected or restored, and whether the success of"
990,GRI,GRI 304_ Biodiversity 2016,GRI-304-3b,Disclosure Requirement,[Habitats protected or restored] Whether partnerships exist with third parties to protect or restore habitat areas distinct
991,GRI,GRI 304_ Biodiversity 2016,GRI-304-3c,Disclosure Requirement,[Habitats protected or restored] Status of each area based on its condition at the close of the reporting period.
992,GRI,GRI 304_ Biodiversity 2016,GRI-304-3d,Disclosure Requirement,"[Habitats protected or restored] Standards, methodologies, and assumptions used."
993,GRI,GRI 304_ Biodiversity 2016,GRI-304-4a,Disclosure Requirement,[IUCN Red List species and national conservation] Total number of IUCN Red List species and national conservation list species with
994,GRI,GRI 304_ Biodiversity 2016,GRI-304-4i,Disclosure Requirement,[IUCN Red List species and national conservation] Critically endangered
995,GRI,GRI 304_ Biodiversity 2016,GRI-304-4v,Disclosure Requirement,[IUCN Red List species and national conservation] Least concern
996,GRI,GRI 305_ Emissions 2016,GRI-305-1a,Disclosure Requirement,[Direct (Scope 1) GHG emissions] Gross direct (Scope 1) GHG emissions in metric tons of CO2 equivalent.
997,GRI,GRI 305_ Emissions 2016,GRI-305-1b,Disclosure Requirement,"[Direct (Scope 1) GHG emissions] Gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, SF , NF , or all."
998,GRI,GRI 305_ Emissions 2016,GRI-305-1c,Disclosure Requirement,[Direct (Scope 1) GHG emissions] Biogenic CO2 emissions in metric tons of CO equivalent.
999,GRI,GRI 305_ Emissions 2016,GRI-305-1d,Disclosure Requirement,"[Direct (Scope 1) GHG emissions] Base year for the calculation, if applicable, including:"
1000,GRI,GRI 305_ Emissions 2016,GRI-305-1i,Disclosure Requirement,[Direct (Scope 1) GHG emissions] the rationale for choosing it;
1001,GRI,GRI 305_ Emissions 2016,GRI-305-1e,Disclosure Requirement,"[Direct (Scope 1) GHG emissions] Source of the emission factors and the global warming potential (GWP) rates used, or a"
1002,GRI,GRI 305_ Emissions 2016,GRI-305-1f,Disclosure Requirement,"[Direct (Scope 1) GHG emissions] Consolidation approach for emissions; whether equity share, financial control, or"
1003,GRI,GRI 305_ Emissions 2016,GRI-305-1g,Disclosure Requirement,"[Direct (Scope 1) GHG emissions] Standards, methodologies, assumptions, and/or calculation tools used."
1004,GRI,GRI 305_ Emissions 2016,GRI-305-2a,Disclosure Requirement,[Energy indirect (Scope 2) GHG emissions] Gross location-based energy indirect (Scope 2) GHG emissions in metric tons of CO2
1005,GRI,GRI 305_ Emissions 2016,GRI-305-2b,Disclosure Requirement,"[Energy indirect (Scope 2) GHG emissions] If applicable, gross market-based energy indirect (Scope 2) GHG emissions in metric"
1006,GRI,GRI 305_ Emissions 2016,GRI-305-2c,Disclosure Requirement,"[Energy indirect (Scope 2) GHG emissions] If available, the gases included in the calculation; whether CO , CH , N O, HFCs, PFCs,"
1007,GRI,GRI 305_ Emissions 2016,GRI-305-2d,Disclosure Requirement,"[Energy indirect (Scope 2) GHG emissions] Base year for the calculation, if applicable, including:"
1008,GRI,GRI 305_ Emissions 2016,GRI-305-2i,Disclosure Requirement,[Energy indirect (Scope 2) GHG emissions] the rationale for choosing it;
1009,GRI,GRI 305_ Emissions 2016,GRI-305-2e,Disclosure Requirement,"[Energy indirect (Scope 2) GHG emissions] Source of the emission factors and the global warming potential (GWP) rates used, or a"
1010,GRI,GRI 305_ Emissions 2016,GRI-305-2f,Disclosure Requirement,"[Energy indirect (Scope 2) GHG emissions] Consolidation approach for emissions; whether equity share, financial control, or"
1011,GRI,GRI 305_ Emissions 2016,GRI-305-2g,Disclosure Requirement,"[Energy indirect (Scope 2) GHG emissions] Standards, methodologies, assumptions, and/or calculation tools used."
1012,GRI,GRI 305_ Emissions 2016,GRI-305-3a,Disclosure Requirement,[Other indirect (Scope 3) GHG emissions] Gross other indirect (Scope 3) GHG emissions in metric tons of CO2 equivalent.
1013,GRI,GRI 305_ Emissions 2016,GRI-305-3b,Disclosure Requirement,"[Other indirect (Scope 3) GHG emissions] If available, the gases included in the calculation; whether CO , CH , N O, HFCs, PFCs,"
1014,GRI,GRI 305_ Emissions 2016,GRI-305-3c,Disclosure Requirement,[Other indirect (Scope 3) GHG emissions] Biogenic CO2 emissions in metric tons of CO equivalent.
1015,GRI,GRI 305_ Emissions 2016,GRI-305-3d,Disclosure Requirement,[Other indirect (Scope 3) GHG emissions] Other indirect (Scope 3) GHG emissions categories and activities included in the
1016,GRI,GRI 305_ Emissions 2016,GRI-305-3e,Disclosure Requirement,"[Other indirect (Scope 3) GHG emissions] Base year for the calculation, if applicable, including:"
1017,GRI,GRI 305_ Emissions 2016,GRI-305-3i,Disclosure Requirement,[Other indirect (Scope 3) GHG emissions] the rationale for choosing it;
1018,GRI,GRI 305_ Emissions 2016,GRI-305-3f,Disclosure Requirement,"[Other indirect (Scope 3) GHG emissions] Source of the emission factors and the global warming potential (GWP) rates used, or a"
1019,GRI,GRI 305_ Emissions 2016,GRI-305-3g,Disclosure Requirement,"[Other indirect (Scope 3) GHG emissions] Standards, methodologies, assumptions, and/or calculation tools used."
1020,GRI,GRI 305_ Emissions 2016,GRI-305-4a,Disclosure Requirement,[GHG emissions intensity] GHG emissions intensity ratio for the organization.
1021,GRI,GRI 305_ Emissions 2016,GRI-305-4b,Disclosure Requirement,[GHG emissions intensity] Organization-specific metric (the denominator) chosen to calculate the ratio.
1022,GRI,GRI 305_ Emissions 2016,GRI-305-4c,Disclosure Requirement,"[GHG emissions intensity] Types of GHG emissions included in the intensity ratio; whether direct (Scope 1), energy"
1023,GRI,GRI 305_ Emissions 2016,GRI-305-4d,Disclosure Requirement,"[GHG emissions intensity] Gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, SF , NF , or all."
1024,GRI,GRI 305_ Emissions 2016,GRI-305-5a,Disclosure Requirement,"[Reduction of GHG emissions] GHG emissions reduced as a direct result of reduction initiatives, in metric tons of CO2"
1025,GRI,GRI 305_ Emissions 2016,GRI-305-5b,Disclosure Requirement,"[Reduction of GHG emissions] Gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, SF , NF , or all."
1026,GRI,GRI 305_ Emissions 2016,GRI-305-5c,Disclosure Requirement,"[Reduction of GHG emissions] Base year or baseline, including the rationale for choosing it."
1027,GRI,GRI 305_ Emissions 2016,GRI-305-5d,Disclosure Requirement,"[Reduction of GHG emissions] Scopes in which reductions took place; whether direct (Scope 1), energy indirect"
1028,GRI,GRI 305_ Emissions 2016,GRI-305-5e,Disclosure Requirement,"[Reduction of GHG emissions] Standards, methodologies, assumptions, and/or calculation tools used."
1029,GRI,GRI 305_ Emissions 2016,GRI-305-6a,Disclosure Requirement,"[Emissions of ozone-depleting substances (ODS)] Production, imports, and exports of ODS in metric tons of CFC-11"
1030,GRI,GRI 305_ Emissions 2016,GRI-305-6b,Disclosure Requirement,[Emissions of ozone-depleting substances (ODS)] Substances included in the calculation.
1031,GRI,GRI 305_ Emissions 2016,GRI-305-6c,Disclosure Requirement,[Emissions of ozone-depleting substances (ODS)] Source of the emission factors used.
1032,GRI,GRI 305_ Emissions 2016,GRI-305-6d,Disclosure Requirement,"[Emissions of ozone-depleting substances (ODS)] Standards, methodologies, assumptions, and/or calculation tools used."
1033,GRI,GRI 305_ Emissions 2016,GRI-305-7a,Disclosure Requirement,"[Nitrogen oxides (NOx), sulfur oxides (SOx), and] Significant air emissions, in kilograms or multiples, for each of the following:"
1034,GRI,GRI 305_ Emissions 2016,GRI-305-7v,Disclosure Requirement,"[Nitrogen oxides (NOx), sulfur oxides (SOx), and] Hazardous air pollutants (HAP)"
1035,GRI,GRI 305_ Emissions 2016,GRI-305-7b,Disclosure Requirement,"[Nitrogen oxides (NOx), sulfur oxides (SOx), and] Source of the emission factors used."
1036,GRI,GRI 305_ Emissions 2016,GRI-305-7c,Disclosure Requirement,"[Nitrogen oxides (NOx), sulfur oxides (SOx), and] Standards, methodologies, assumptions, and/or calculation tools used."
1037,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-1a,Disclosure Requirement,[Water discharge by quality and destination] Total volume of planned and unplanned water discharges by:
1038,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-1i,Disclosure Requirement,[Water discharge by quality and destination] destination;
1039,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-1b,Disclosure Requirement,"[Water discharge by quality and destination] Standards, methodologies, and assumptions used."
1040,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-2a,Disclosure Requirement,"[Waste by type and disposal method] Total weight of hazardous waste, with a breakdown by the following disposal methods"
1041,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-2v,Disclosure Requirement,[Waste by type and disposal method] Incineration (mass burn)
1042,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-2b,Disclosure Requirement,"[Waste by type and disposal method] Total weight of non-hazardous waste, with a breakdown by the following disposal methods"
1043,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-2c,Disclosure Requirement,[Waste by type and disposal method] How the waste disposal method has been determined:
1044,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-2i,Disclosure Requirement,"[Waste by type and disposal method] Disposed of directly by the organization, or otherwise directly confirmed"
1045,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-3a,Disclosure Requirement,[Significant spills] Total number and total volume of recorded significant spills.
1046,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-3b,Disclosure Requirement,[Significant spills] The following additional information for each spill that was reported in the
1047,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-3i,Disclosure Requirement,[Significant spills] Location of spill;
1048,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-3c,Disclosure Requirement,[Significant spills] Impacts of significant spills.
1049,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-4a,Disclosure Requirement,[Transport of hazardous waste] Total weight for each of the following:
1050,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-4i,Disclosure Requirement,[Transport of hazardous waste] Hazardous waste transported
1051,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-4b,Disclosure Requirement,[Transport of hazardous waste] Percentage of hazardous waste shipped internationally.
1052,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-4c,Disclosure Requirement,"[Transport of hazardous waste] Standards, methodologies, and assumptions used."
1053,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-5a,Disclosure Requirement,[Water bodies affected by water discharges and/or] Water bodies and related habitats that are significantly affected by water discharges and/or
1054,GRI,GRI 306_ Effluents and Waste 2016,GRI-306-5i,Disclosure Requirement,[Water bodies affected by water discharges and/or] the size of the water body and related habitat;
1055,GRI,GRI 306_ Waste 2020,GRI-306-1a,Disclosure Requirement,"[Waste generation and significant waste-related] For the organization’s significant actual and potential waste-related impacts, a"
1056,GRI,GRI 306_ Waste 2020,GRI-306-1i,Disclosure Requirement,"[Waste generation and significant waste-related] the inputs, activities, and outputs that lead or could lead to these impacts;"
1057,GRI,GRI 306_ Waste 2020,GRI-306-2a,Disclosure Requirement,"[Management of significant waste-related impacts] Actions, including circularity measures, taken to prevent waste generation in the"
1058,GRI,GRI 306_ Waste 2020,GRI-306-2b,Disclosure Requirement,[Management of significant waste-related impacts] If the waste generated by the organization in its own activities is managed by a third
1059,GRI,GRI 306_ Waste 2020,GRI-306-2c,Disclosure Requirement,[Management of significant waste-related impacts] The processes used to collect and monitor waste-related data.
1060,GRI,GRI 306_ Waste 2020,GRI-306-3a,Disclosure Requirement,"[Waste generated] Total weight of waste generated in metric tons, and a breakdown of this total by"
1061,GRI,GRI 306_ Waste 2020,GRI-306-3b,Disclosure Requirement,[Waste generated] Contextual information necessary to understand the data and how the data has been
1062,GRI,GRI 306_ Waste 2020,GRI-306-4a,Disclosure Requirement,"[Waste diverted from disposal] Total weight of waste diverted from disposal in metric tons, and a breakdown of this"
1063,GRI,GRI 306_ Waste 2020,GRI-306-4b,Disclosure Requirement,"[Waste diverted from disposal] Total weight of hazardous waste diverted from disposal in metric tons, and a"
1064,GRI,GRI 306_ Waste 2020,GRI-306-4i,Disclosure Requirement,[Waste diverted from disposal] Preparation for reuse;
